draw,all_cause,mental_disorder,cardiovascular,respiratory,self_harm
171,-317.93282019382434,-37.21268512505745,-149.6040196547538,-54.13569982327133,-2.1671302393846537
172,-323.68946085769,-28.51230621694498,-133.3850536491064,-51.6477025861441,-3.3530034939126936
173,-415.77730876574776,-30.67138787711713,-153.55596191302052,-54.631991357560345,-1.8704962724294805
174,-280.04086060506694,-17.31378801872793,-145.28264028639285,-62.67364648440227,-0.889188891153364
175,-233.650228024541,-25.156154904641774,-154.07667613097027,-54.15895922667669,-0.6155052910082848
176,-333.27008938146173,-23.91477210274186,-133.65387669555918,-54.94270745314184,-0.9610241102945464
177,-301.67408903145827,-20.520419592985856,-132.00657183647297,-56.643613142328945,-1.8320955055121877
178,-372.8653652389676,-28.67428098323636,-149.72140870877945,-52.534781405991,-2.2152223328381124
179,-319.544205769334,-34.20915930566519,-141.57148492544198,-55.82265658149345,-1.4510830132456913
180,-357.9007936553623,-25.857754976605857,-149.02509278484632,-53.88395930176508,-2.0253306440761634
181,-419.1568676389595,-28.3392536018768,-150.1763651760943,-57.929383684028956,-1.5465441568294496
182,-326.58101274498296,-26.027377564928173,-147.26316899486704,-52.89747942497594,-2.1047531354750277
183,-372.5237898266624,-33.828738628066176,-149.27432132116206,-56.47543854566699,-2.4109951892215102
184,-377.75585093594384,-19.012250678649053,-142.88476193942205,-60.270826861796344,-2.3767073194769863
185,-386.0444690437898,-28.82068608162804,-141.73206861087579,-52.54387109838582,-1.865849519729326
186,-336.134992608929,-42.114730089911745,-151.3011817040752,-53.99812354094578,-0.8015215582659256
187,-281.58557270658974,-31.40335889643175,-149.35461183682236,-51.10546856070121,-1.5651848064733531
188,-318.08508300627796,-9.88813725595625,-136.44234714777835,-57.77537428531057,-2.8936902665783353
189,-283.7478413674626,-24.314823255783946,-151.21639572431897,-52.50707964658293,-1.4285325106984161
190,-253.39893542889416,-28.66930985476683,-134.80368015205326,-57.12462295128171,-2.7423106437629565
191,-274.8025975621606,-27.584445256062804,-136.71763976649441,-55.400214039613594,-1.6291609923932928
192,-382.1705476926187,-17.646097819039838,-142.61846598871227,-54.51490605648692,-0.39038212840567965
193,-374.0732336745685,-22.905351449823016,-144.39674636708298,-55.58567341228938,-0.898514238121613
194,-403.1075179472437,-38.57033783025073,-137.62257725730208,-52.233447581417664,-1.8723742856615602
195,-317.4643356573156,-25.09013849144062,-139.97875980737697,-57.187279221983175,-1.3019550956594557
196,-312.29274129236285,-30.909314357321897,-136.22620137641152,-54.37446361588437,-3.2227688638576333
197,-319.1110566155029,-28.19125747361992,-136.7745277036658,-54.69432435308176,-1.7058495905432063
198,-401.1949289757406,-27.860042485078033,-138.94038076205467,-57.8081423865229,-1.6475417000571888
199,-442.98778882997635,-24.924117586232924,-143.10190712151743,-52.14769781154794,-1.9049340157593528
200,-458.610857113221,-25.94268085817375,-140.46874706388294,-53.451392285325056,-1.9294998984269356
201,-325.66441982109205,-33.31803540817676,-149.07629788662422,-55.83226368381008,-1.950080194493771
202,-403.26925651329077,-18.580094770189998,-140.51797795635824,-49.192522296404356,-1.0644363324889612
203,-473.4942133290825,-16.61469871200303,-145.6259326439428,-53.58863679505639,-2.2278818956169806
204,-431.9684103073253,-33.437620384063734,-143.75642018595187,-55.830520749074175,-1.9157836332654277
205,-365.62298646987784,-19.929614312773072,-141.03784961727825,-53.445497849337755,-1.1158720200349233
206,-420.500475045616,-39.684006051420866,-146.9394719860186,-56.55132081667734,-0.9715345611399867
207,-307.5071485332285,-35.57058579988164,-149.42497005076885,-53.75044794379856,-1.0910804222910166
208,-352.80671125861437,-30.25945986602434,-152.4969281827848,-53.486659012224116,-2.331630482521295
209,-431.4728988653872,-32.26277891357812,-145.67383775327193,-52.385347804866036,-1.8614697060082164
210,-392.8221628056278,-30.3555832643585,-132.55234331336814,-52.65776117128938,-1.7276974387688502
211,-335.4236590154179,-32.57787886177459,-135.99818572566832,-54.63437336843815,-2.0859518892973523
212,-331.16896139382374,-28.709061078988324,-140.31703286952623,-63.47501559201793,-2.4925230091815433
213,-328.19941197079044,-34.16818926543248,-133.39860687387076,-56.20459880667076,-2.9526168024608963
214,-377.9108520500113,-32.99412702539517,-148.99017582541035,-54.59228542655251,-2.2351137878638294
215,-395.42970441843835,-32.005241482983024,-149.20896504635797,-56.199395711180394,-0.9535333348387778
216,-282.6872111796283,-27.115093325714835,-141.59730709034147,-49.61161791897104,-2.356236825988829
217,-374.153992776125,-37.85195777262005,-129.71620265101564,-56.47815965978232,-2.3115034071328298
218,-372.54994791717036,-30.240410634283183,-139.90092631900035,-57.06875593199599,-1.4628421545995824
219,-403.0496755818661,-22.712763916168967,-137.46975092800798,-53.40633586763387,-1.683641560088636
220,-271.1358183745612,-25.719905622261695,-144.60962061180834,-58.033029317584926,-2.0263348632292284
221,-363.40539994832756,-36.05726876818067,-139.43749675240807,-55.88893471056912,-1.7607140614046768
222,-278.6904569096067,-34.713801279129484,-130.80241732399745,-55.43229705608891,-2.860319029901339
223,-438.2099464589776,-28.68650856581805,-144.2168336522661,-54.812651963736876,-1.1837773653043133
224,-442.76397106581004,-34.07750911256908,-131.1171395859244,-46.854440803878184,-0.48972068567718874
225,-314.66553715640305,-22.289398386877462,-155.39754740165532,-58.523961345817106,-2.245996074005957
