LSOA11CD,LSOA11NM,population_2021
E01003777,Redbridge 014D,2161.67440119386
E01003778,Redbridge 014E,1737.07802209258
E01003779,Redbridge 014F,1487.61119583249
E01003780,Redbridge 014G,1910.84765331447
E01003781,Redbridge 026A,1698.07400137186
E01003782,Redbridge 026B,2185.94403344393
E01003783,Redbridge 029A,2478.1202775836
E01003784,Redbridge 029B,1961.081698291
E01003785,Redbridge 029C,2340.6691048968
E01003786,Redbridge 026C,1544.08533014357
E01003787,Redbridge 026D,1673.39401438832
E01003788,Redbridge 029D,1820.93931558728
E01003789,Redbridge 018A,1651.71875976771
E01003790,Redbridge 027A,1533.68088799688
E01003791,Redbridge 027B,2251.89981117082
E01003792,Redbridge 027C,1427.85692606723
E01003793,Redbridge 027D,1416.67450059189
E01003794,Redbridge 018B,1576.00245778821
E01003795,Redbridge 018C,1330.72159980125
E01003796,Redbridge 018D,1245.03736087165
E01003797,Richmond upon Thames 001A,1719.85694572795
E01003798,Richmond upon Thames 001B,1199.84750774503
E01003799,Richmond upon Thames 001C,1845.01036048375
E01003800,Richmond upon Thames 001D,1626.43862758577
E01003801,Richmond upon Thames 001E,1156.90581935029
E01003802,Richmond upon Thames 001F,1492.63654816187
E01003803,Richmond upon Thames 001G,1299.8305175351
E01003804,Richmond upon Thames 005A,1867.0419036448
E01003805,Richmond upon Thames 012A,1733.03351518087
E01003806,Richmond upon Thames 012B,1952.14846180429
E01003807,Richmond upon Thames 005B,1894.43059998751
E01003808,Richmond upon Thames 005C,1915.25231152773
E01003809,Richmond upon Thames 005D,1805.03790552303
E01003810,Richmond upon Thames 019A,1555.47331087291
E01003811,Richmond upon Thames 018A,1755.85454395413
E01003812,Richmond upon Thames 018B,1948.79044853151
E01003813,Richmond upon Thames 019B,1684.65019789338
E01003814,Richmond upon Thames 019C,1611.02955690421
E01003815,Richmond upon Thames 019D,1887.49675990984
E01003816,Richmond upon Thames 012C,1868.90092008862
E01003817,Richmond upon Thames 012D,2509.89131307618
E01003818,Richmond upon Thames 017A,1611.61673790861
E01003819,Richmond upon Thames 017B,1804.49901835353
E01003820,Richmond upon Thames 017C,2005.2878638217
E01003821,Richmond upon Thames 008A,1169.72138667345
E01003822,Richmond upon Thames 023A,1612.11240395159
E01003823,Richmond upon Thames 023B,1826.27170513911
E01003824,Richmond upon Thames 023C,1807.55325157195
E01003825,Richmond upon Thames 023D,1654.6331537575
E01003826,Richmond upon Thames 023E,1737.21342466763
E01003827,Richmond upon Thames 023F,1857.30968985624
E01003828,Richmond upon Thames 020A,1713.07481416687
E01003829,Richmond upon Thames 020B,1695.18401122652
E01003830,Richmond upon Thames 020C,1888.56034021825
E01003831,Richmond upon Thames 020D,1859.11228441074
E01003832,Richmond upon Thames 020E,1451.82390256412
E01003833,Richmond upon Thames 020F,1210.31736792624
E01003834,Richmond upon Thames 022A,1837.78099579227
E01003835,Richmond upon Thames 022B,1704.0021260022
E01003836,Richmond upon Thames 022C,1324.47241917625
E01003837,Richmond upon Thames 022D,1941.74583526536
E01003838,Richmond upon Thames 022E,1854.84905101359
E01003839,Richmond upon Thames 022F,2166.10109114647
E01003840,Richmond upon Thames 013A,1820.01122790575
E01003841,Richmond upon Thames 013B,1579.92602044335
E01003842,Richmond upon Thames 013C,1717.74892775252
E01003843,Richmond upon Thames 013D,2578.0459163934
E01003844,Richmond upon Thames 013E,1531.87604810297
E01003845,Richmond upon Thames 013F,1936.7496644035
E01003846,Richmond upon Thames 002A,1824.98147788644
E01003847,Richmond upon Thames 002B,1765.19161851926
E01003848,Richmond upon Thames 004A,1701.60813695192
E01003849,Richmond upon Thames 002C,1511.45125953853
E01003851,Richmond upon Thames 002D,1603.20415420551
E01003852,Richmond upon Thames 003A,1320.8949829274
E01003853,Richmond upon Thames 003B,1575.15446226276
E01003854,Richmond upon Thames 003C,1457.64058406551
E01003855,Richmond upon Thames 003D,1768.42170138657
E01003856,Richmond upon Thames 003E,1727.26010048389
E01003857,Richmond upon Thames 003F,1606.55081471801
E01003858,Richmond upon Thames 003G,1809.91848909855
E01003859,Richmond upon Thames 005E,1625.01513242722
E01003860,Richmond upon Thames 002E,1777.3005387534
E01003861,Richmond upon Thames 004C,1917.99486142397
E01003862,Richmond upon Thames 004D,1807.71276333928
E01003863,Richmond upon Thames 004E,1648.7401009798
E01003864,Richmond upon Thames 002F,1446.49207544027
E01003865,Richmond upon Thames 004F,1369.69961546361
E01003866,Richmond upon Thames 007A,1604.52736499906
E01003867,Richmond upon Thames 011A,1829.01620784029
E01003868,Richmond upon Thames 007B,1389.77791178226
E01003869,Richmond upon Thames 011B,1911.33696781099
E01003870,Richmond upon Thames 011C,1933.94989435282
E01003871,Richmond upon Thames 007C,1677.08432311006
E01003872,Richmond upon Thames 007D,1615.41612556798
E01003873,Richmond upon Thames 006A,1749.63785088062
E01003874,Richmond upon Thames 006B,1562.22151815891
E01003875,Richmond upon Thames 006C,1735.60379869991
E01003876,Richmond upon Thames 008B,1776.02405054215
E01003877,Richmond upon Thames 008C,1716.84096759558
E01003878,Richmond upon Thames 006D,1338.34410736344
E01003879,Richmond upon Thames 008D,1716.73020640016
E01003880,Richmond upon Thames 016A,1764.28415263258
E01003881,Richmond upon Thames 016B,1529.34200394154
E01003882,Richmond upon Thames 014A,1883.40231072903
E01003883,Richmond upon Thames 014B,1971.52724091709
E01003884,Richmond upon Thames 016C,1911.03795483708
E01003885,Richmond upon Thames 016D,1644.51233344013
E01003886,Richmond upon Thames 021A,1656.28968656063
E01003887,Richmond upon Thames 021B,1808.16142874956
E01003888,Richmond upon Thames 021C,2080.54065156738
E01003889,Richmond upon Thames 021D,1780.96928172703
E01003890,Richmond upon Thames 018C,1607.1999655962
E01003891,Richmond upon Thames 018D,1844.60208235262
E01003892,Richmond upon Thames 009A,2213.677725795
E01003893,Richmond upon Thames 009B,1529.15905452147
E01003894,Richmond upon Thames 009C,1589.93811058998
E01003895,Richmond upon Thames 009D,1908.97256719228
E01003896,Richmond upon Thames 014C,1469.9332885021
E01003897,Richmond upon Thames 014D,1991.16941186786
E01003898,Richmond upon Thames 015A,1812.86479862034
E01003899,Richmond upon Thames 015B,1345.61905032396
E01003900,Richmond upon Thames 015C,1831.69805240638
E01003901,Richmond upon Thames 015D,1747.0599508211
E01003902,Richmond upon Thames 015E,1365.66905583814
E01003903,Richmond upon Thames 015F,1705.30195137377
E01003904,Richmond upon Thames 015G,1604.39214450121
E01003905,Richmond upon Thames 010A,1442.93788972311
E01003906,Richmond upon Thames 010B,1588.07737204432
E01003907,Richmond upon Thames 010C,1595.9529298842
E01003908,Richmond upon Thames 010D,2017.71108520031
E01003909,Richmond upon Thames 010E,1588.52836045623
E01003910,Richmond upon Thames 011D,1643.57927985489
E01003911,Southwark 020A,2000.80839163065
E01003912,Southwark 019A,1993.39764928818
E01003913,Southwark 024A,2337.86963236332
E01003914,Southwark 024B,1976.0305672884
E01003915,Southwark 024C,1370.9208612442
E01003916,Southwark 020B,2205.38404136896
E01003917,Southwark 020C,2091.38473546505
E01003918,Southwark 020D,1733.54640197754
E01003919,Southwark 021A,1954.21923947334
E01003920,Southwark 021B,2152.97408008575
E01003921,Southwark 021C,1955.38651108742
E01003922,Southwark 021D,2164.84094083309
E01003923,Southwark 017A,1722.11418735981
E01003924,Southwark 021E,1321.79342901707
E01003925,Southwark 020E,1553.50421136618
E01003926,Southwark 021F,1634.3354741931
E01003927,Southwark 002A,2390.06337893009
E01003929,Southwark 002B,2082.03265567247
E01003930,Southwark 034A,2165.45731556416
E01003932,Southwark 034B,1771.63570266962
E01003933,Southwark 034C,2678.04556074739
E01003934,Southwark 002C,1731.68431190425
E01003935,Southwark 002D,1256.26474496629
E01003936,Southwark 009A,1850.24107539654
E01003937,Southwark 009B,1374.12191855907
E01003938,Southwark 006A,1351.53161418438
E01003939,Southwark 002E,2135.88283652067
E01003940,Southwark 006B,1630.36801099777
E01003941,Southwark 006C,1949.1193806529
E01003942,Southwark 006D,1940.12924772501
E01003943,Southwark 009C,1375.34398055077
E01003945,Southwark 033A,1870.64991504609
E01003946,Southwark 033B,2235.03735483438
E01003947,Southwark 033C,1312.39167679101
E01003948,Southwark 033D,1684.21726245433
E01003949,Southwark 032A,1934.45370846987
E01003950,Southwark 032B,1874.90655760156
E01003951,Southwark 033E,1588.15997492816
E01003952,Southwark 030A,1617.16408127546
E01003953,Southwark 028A,2079.2051666081
E01003954,Southwark 030B,1526.81013870239
E01003955,Southwark 028B,1907.51493060589
E01003956,Southwark 030C,1636.64832317829
E01003957,Southwark 032C,1910.24835324287
E01003958,Southwark 032D,1853.04750883579
E01003960,Southwark 012A,1983.45038187504
E01003961,Southwark 012B,2388.29064440727
E01003963,Southwark 016A,1440.47682380676
E01003964,Southwark 015A,3739.45558562763
E01003966,Southwark 015B,2124.28392523527
E01003967,Southwark 016B,900.49740973115
E01003968,Southwark 015C,956.6144143641
E01003969,Southwark 017B,2819.57991891354
E01003970,Southwark 016C,1873.56469143648
E01003971,Southwark 015D,1457.1296133399
E01003972,Southwark 016D,1664.41473066807
E01003973,Southwark 016E,1453.04849264026
E01003974,Southwark 015E,1278.0873196125
E01003975,Southwark 004A,1917.941670537
E01003976,Southwark 003A,2399.91460454464
E01003977,Southwark 010A,2054.52964711189
E01003978,Southwark 004B,2566.95860922337
E01003979,Southwark 006E,2481.18188399076
E01003980,Southwark 013A,1402.82191076875
E01003981,Southwark 006F,2026.61301401258
E01003983,Southwark 018A,1836.86864578724
E01003984,Southwark 023A,2362.37351414561
E01003986,Southwark 011A,1966.35546393692
E01003987,Southwark 011B,1510.05548065901
E01003988,Southwark 018B,2613.56516785361
E01003989,Southwark 018C,2433.89754143357
E01003990,Southwark 018D,2053.35520738363
E01003991,Southwark 017C,1595.12374901772
E01003992,Southwark 014A,1481.00363266468
E01003993,Southwark 017D,1560.90275007486
E01003994,Southwark 012E,1770.27086773515
E01003995,Southwark 014B,1257.86153841019
E01003997,Southwark 017E,1203.64365631342
E01003998,Southwark 014D,1380.24049651623
E01003999,Southwark 014E,1567.87758880854
E01004000,Southwark 026A,1785.99686977267
E01004001,Southwark 026B,1758.74787312074
E01004002,Southwark 029A,1709.01289845191
E01004003,Southwark 023B,1638.5667168498
E01004004,Southwark 023C,2739.91999590397
E01004005,Southwark 023D,2033.34516298771
E01004006,Southwark 023E,2064.83477157354
E01004007,Southwark 018E,1440.07858800888
E01004008,Southwark 022B,1915.67123347521
E01004010,Southwark 022D,1561.66902863979
E01004011,Southwark 019B,2118.83099615574
E01004012,Southwark 019C,2343.49181440473
E01004013,Southwark 019D,1669.9216376543
E01004014,Southwark 019E,1657.05670678616
E01004015,Southwark 028C,1938.65733549248
E01004016,Southwark 029B,2654.25202939761
E01004017,Southwark 029C,1719.09675921129
E01004018,Southwark 032E,1858.25206269929
E01004019,Southwark 026C,2106.17021934688
E01004020,Southwark 029D,1403.52756670071
E01004021,Southwark 028D,2035.31030578911
E01004022,Southwark 004C,3477.54077935964
E01004023,Southwark 004D,1921.1612983346
E01004024,Southwark 011C,1601.91716656089
E01004027,Southwark 003E,2554.20339742538
E01004028,Southwark 004E,2145.65161961317
E01004029,Southwark 001A,1455.69337466359
E01004030,Southwark 007A,1501.78816591948
E01004031,Southwark 007B,2876.885277831
E01004032,Southwark 001B,1513.39024999272
E01004033,Southwark 007C,2281.02080743015
E01004034,Southwark 007D,1380.09099687636
E01004035,Southwark 011D,1732.6272854954
E01004036,Southwark 007E,1894.42108130455
E01004037,Southwark 010B,2263.58386716247
E01004038,Southwark 010C,2247.63160544634
E01004039,Southwark 013B,1556.27108389139
E01004040,Southwark 013C,2040.06550994515
E01004041,Southwark 013D,1494.31878489256
E01004042,Southwark 010D,1844.98368859291
E01004043,Southwark 010E,1529.67838692665
E01004044,Southwark 013E,1212.68250983953
E01004045,Southwark 027A,1031.81364160776
E01004046,Southwark 028E,1979.8269340992
E01004047,Southwark 027B,1190.46763190627
E01004048,Southwark 027C,2027.02414290607
E01004049,Southwark 027D,1407.40849110484
E01004050,Southwark 024D,1641.49130177498
E01004051,Southwark 027E,1216.39543506503
E01004052,Southwark 024E,1988.62348169088
E01004053,Southwark 001C,1618.91700296849
E01004054,Southwark 001D,1360.18646224961
E01004055,Southwark 001E,1477.15271624923
E01004056,Southwark 008A,2468.50743572414
E01004057,Southwark 008B,2344.36603890359
E01004058,Southwark 008C,2050.68383681774
E01004059,Southwark 008D,1957.15894693664
E01004060,Southwark 008E,1443.27156788111
E01004061,Southwark 025A,1706.51920580864
E01004062,Southwark 025B,1912.86331799626
E01004063,Southwark 025C,2038.22057959437
E01004064,Southwark 026D,1902.18517538905
E01004065,Southwark 025D,1395.0737196207
E01004066,Southwark 025E,2119.70342123508
E01004067,Southwark 022E,2382.84866660833
E01004068,Southwark 026E,2061.80183643103
E01004069,Southwark 031A,1406.95421780369
E01004070,Southwark 031B,1851.10886383057
E01004071,Southwark 030D,1520.80982632935
E01004072,Southwark 030E,1664.99094180763
E01004073,Southwark 031C,1735.26784266531
E01004074,Southwark 031D,1875.24791226536
E01004075,Southwark 031E,1720.59442856372
E01004076,Sutton 011A,2662.45118723058
E01004077,Sutton 011B,1755.74256663024
E01004078,Sutton 011C,1330.83007136639
E01004079,Sutton 011D,1687.88034473732
E01004080,Sutton 011E,1455.52984438837
E01004081,Sutton 011F,1147.88096298277
E01004082,Sutton 011G,1390.06441149116
E01004083,Sutton 019A,1301.2048873048
E01004084,Sutton 024A,1356.92164696753
E01004085,Sutton 024B,1825.59419193709
E01004086,Sutton 019B,2640.59999745339
E01004087,Sutton 017A,1939.44744244218
E01004088,Sutton 019C,1323.54148458114
E01004089,Sutton 019D,1451.52446779236
E01004090,Sutton 021A,1058.99032798409
E01004091,Sutton 022A,1227.11625299975
E01004092,Sutton 022B,1895.60047813505
E01004093,Sutton 025A,1944.95566936582
E01004094,Sutton 025B,1526.78361672163
E01004095,Sutton 025C,1473.58896496892
E01004096,Sutton 021B,1624.84062533081
E01004097,Sutton 015A,1910.88510635495
E01004098,Sutton 015B,1200.57777011395
E01004099,Sutton 015C,1672.28511016816
E01004100,Sutton 015D,1688.92796093225
E01004101,Sutton 013A,1548.99461233616
E01004102,Sutton 015E,1608.50115943636
E01004103,Sutton 013B,1665.79824501276
E01004104,Sutton 020A,1485.58793336153
E01004105,Sutton 022C,1957.8346792385
E01004106,Sutton 022D,1687.6528443016
E01004107,Sutton 020B,1460.72086203098
E01004108,Sutton 024C,2187.45897306057
E01004109,Sutton 024D,1702.56993618944
E01004110,Sutton 016A,1780.7698905319
E01004111,Sutton 016B,1757.05658576242
E01004112,Sutton 016C,1658.73126165941
E01004114,Sutton 025D,1799.17623879756
E01004115,Sutton 009A,1851.36935807765
E01004116,Sutton 008A,1509.23726867139
E01004117,Sutton 006A,1362.24655020237
E01004118,Sutton 009B,1851.9386562109
E01004119,Sutton 009C,1499.75565829873
E01004120,Sutton 016D,1483.57768981904
E01004121,Sutton 006B,1454.52777929604
E01004122,Sutton 008B,1494.5246180892
E01004123,Sutton 002A,2155.36310063116
E01004124,Sutton 002B,2095.43543018401
E01004125,Sutton 001A,1729.95226430893
E01004126,Sutton 002C,1556.05705532432
E01004127,Sutton 005A,1622.6923212409
E01004128,Sutton 002D,1330.26788717508
E01004129,Sutton 002E,2080.99879178405
E01004130,Sutton 003A,1940.82628176361
E01004131,Sutton 003B,1773.66268801689
E01004132,Sutton 009D,1477.56789064407
E01004133,Sutton 009E,1537.90736067295
E01004134,Sutton 003C,1628.39926639199
E01004135,Sutton 003D,1415.39745069295
E01004136,Sutton 003E,1819.97002874315
E01004137,Sutton 012A,2091.44890677929
E01004138,Sutton 013C,1646.56018713117
E01004139,Sutton 013D,1735.19435808063
E01004140,Sutton 012B,1823.68754413724
E01004141,Sutton 012C,1866.128028512
E01004142,Sutton 012D,2864.5340584442
E01004143,Sutton 014A,1657.07675504684
E01004144,Sutton 007A,1801.05998708401
E01004145,Sutton 007B,2261.18147094827
E01004146,Sutton 007C,2115.22604084015
E01004147,Sutton 007D,1709.81402568519
E01004148,Sutton 014B,1869.49023556709
E01004149,Sutton 012E,2045.10096174479
E01004150,Sutton 021C,1999.70599240065
E01004151,Sutton 021D,1571.47196958959
E01004152,Sutton 018A,2025.40510639548
E01004153,Sutton 021E,1651.39527964592
E01004154,Sutton 022E,1809.02510203421
E01004155,Sutton 018B,1898.01415252686
E01004156,Sutton 018C,2123.52716743946
E01004157,Sutton 016E,1315.28598070145
E01004158,Sutton 018D,1563.97631588578
E01004159,Sutton 014C,1748.25994414836
E01004160,Sutton 014D,1786.41396939754
E01004161,Sutton 014E,1577.17344397679
E01004162,Sutton 018E,1848.66844341159
E01004163,Sutton 005B,1829.99333116412
E01004164,Sutton 004A,1637.71725058556
E01004165,Sutton 005C,1473.97531889379
E01004166,Sutton 004B,1708.57529458404
E01004167,Sutton 005D,1546.09235936403
E01004168,Sutton 013E,1689.5944019258
E01004169,Sutton 004C,1488.73147332668
E01004170,Sutton 017B,2153.75437572598
E01004171,Sutton 010A,1733.51902236059
E01004172,Sutton 010B,1983.62994921207
E01004173,Sutton 010C,1613.27308130264
E01004174,Sutton 017C,1607.82977443933
E01004175,Sutton 010D,1741.57424987581
E01004176,Sutton 010E,1483.97380197048
E01004177,Sutton 020C,1827.76778197289
E01004178,Sutton 017D,2127.65220484138
E01004179,Sutton 017E,1800.36524620652
E01004180,Sutton 020D,1920.10442048684
E01004181,Sutton 020E,1529.37116955966
E01004182,Sutton 019E,1551.92778638005
E01004183,Sutton 001B,1604.37656400353
E01004184,Sutton 001C,1865.83543480048
E01004185,Sutton 001D,1591.95148811182
E01004186,Sutton 004D,2191.25341828788
E01004187,Sutton 005E,1977.8307569623
E01004188,Sutton 004E,2760.84601073712
E01004189,Sutton 001E,2173.93606145307
E01004190,Sutton 008C,1587.44606989622
E01004191,Sutton 008D,1630.49194817245
E01004192,Sutton 006C,1863.04895272084
E01004193,Sutton 006D,2731.12397856265
E01004194,Sutton 008E,1679.61103060842
E01004195,Sutton 006E,1675.94461347163
E01004196,Sutton 008F,1805.2261621505
E01004197,Tower Hamlets 002A,2478.81931430101
E01004198,Tower Hamlets 002B,2088.09011632204
E01004199,Tower Hamlets 002C,1687.77862501144
E01004200,Tower Hamlets 005A,1547.37742829323
E01004201,Tower Hamlets 002D,1590.53539067507
E01004202,Tower Hamlets 005B,1471.40403625369
E01004203,Tower Hamlets 005C,1900.661585778
E01004204,Tower Hamlets 005D,1860.78113996983
E01004205,Tower Hamlets 013A,2187.61441957951
E01004206,Tower Hamlets 013B,1590.75306236744
E01004207,Tower Hamlets 011A,1482.03883671761
E01004208,Tower Hamlets 013C,2095.02610999346
E01004209,Tower Hamlets 011B,1449.58471888304
E01004211,Tower Hamlets 013D,1920.46049141884
E01004212,Tower Hamlets 011D,1671.75838661194
E01004214,Tower Hamlets 030A,1587.66912001371
E01004215,Tower Hamlets 028A,5370.72731662344
E01004216,Tower Hamlets 030B,1316.90761150335
E01004217,Tower Hamlets 030C,2725.09460374434
E01004218,Tower Hamlets 030D,1838.10902666673
E01004219,Tower Hamlets 028B,2784.37117275596
E01004221,Tower Hamlets 028D,2107.19757081568
E01004222,Tower Hamlets 001A,2645.69526331127
E01004223,Tower Hamlets 001B,2270.09138401884
E01004224,Tower Hamlets 001C,3297.86418215558
E01004225,Tower Hamlets 004A,2169.22313535213
E01004226,Tower Hamlets 001D,2346.57200169563
E01004228,Tower Hamlets 003A,2057.85629916191
E01004229,Tower Hamlets 004C,1635.99342489243
E01004230,Tower Hamlets 003B,2070.56903395057
E01004231,Tower Hamlets 004D,1465.82993847132
E01004232,Tower Hamlets 003C,1920.35064736009
E01004233,Tower Hamlets 003D,1418.9337445274
E01004234,Tower Hamlets 003E,3878.91033760435
E01004235,Tower Hamlets 008A,1055.13012218475
E01004236,Tower Hamlets 008B,1805.8141617775
E01004237,Tower Hamlets 008C,1133.60438019037
E01004238,Tower Hamlets 008D,5642.23289150372
E01004239,Tower Hamlets 008E,2341.02480751276
E01004240,Tower Hamlets 012A,1361.88302561641
E01004241,Tower Hamlets 012B,1745.8831987381
E01004242,Tower Hamlets 012C,6520.94973957539
E01004243,Tower Hamlets 020A,2059.71364277601
E01004244,Tower Hamlets 020B,1931.27672964334
E01004245,Tower Hamlets 018A,2585.66203646641
E01004246,Tower Hamlets 018B,4305.07100737095
E01004247,Tower Hamlets 020C,2295.29139971733
E01004248,Tower Hamlets 018C,1583.46774154529
E01004249,Tower Hamlets 018D,1962.16399279237
E01004250,Tower Hamlets 020D,2970.63134872913
E01004251,Tower Hamlets 023A,2654.21045809984
E01004252,Tower Hamlets 024A,3552.71774327755
E01004253,Tower Hamlets 024B,2951.93192952871
E01004254,Tower Hamlets 023B,3476.62048757076
E01004255,Tower Hamlets 023C,1578.14045637846
E01004256,Tower Hamlets 024C,1529.3575194031
E01004257,Tower Hamlets 024D,2453.12402889132
E01004258,Tower Hamlets 023D,1287.11141292751
E01004259,Tower Hamlets 007A,1878.35314279795
E01004260,Tower Hamlets 007B,1760.71426290274
E01004261,Tower Hamlets 010A,2027.8583933115
E01004262,Tower Hamlets 010B,2259.34123715758
E01004263,Tower Hamlets 007C,1359.75175720453
E01004264,Tower Hamlets 010C,1485.69669789076
E01004266,Tower Hamlets 007D,1749.90116047859
E01004267,Tower Hamlets 012D,2362.74238621676
E01004268,Tower Hamlets 012E,1620.84097802639
E01004269,Tower Hamlets 014A,2627.33296893165
E01004270,Tower Hamlets 014B,3247.70526297484
E01004271,Tower Hamlets 014C,2437.72198483348
E01004272,Tower Hamlets 014D,2419.35936266184
E01004273,Tower Hamlets 014E,3470.6018306911
E01004274,Tower Hamlets 031A,1871.93123483658
E01004275,Tower Hamlets 031B,2504.11095112562
E01004276,Tower Hamlets 031C,1679.6991908215
E01004277,Tower Hamlets 033A,2268.90721639991
E01004280,Tower Hamlets 032A,1751.36595927179
E01004281,Tower Hamlets 031D,1747.29214279562
E01004283,Tower Hamlets 016A,1759.27884803712
E01004284,Tower Hamlets 019A,3749.03980740905
E01004285,Tower Hamlets 019B,3016.5582651794
E01004286,Tower Hamlets 019C,2787.24917009473
E01004287,Tower Hamlets 016B,2165.48029589653
E01004288,Tower Hamlets 019D,1420.90730232
E01004289,Tower Hamlets 016C,2553.04767775536
E01004290,Tower Hamlets 016D,1665.69738823175
E01004291,Tower Hamlets 027A,1455.26484054327
E01004292,Tower Hamlets 026A,1989.4032265842
E01004293,Tower Hamlets 027B,2461.32366382028
E01004294,Tower Hamlets 026B,2678.85915660858
E01004295,Tower Hamlets 026C,1617.96366786957
E01004296,Tower Hamlets 026D,2046.91900658607
E01004297,Tower Hamlets 027C,1856.49407382862
E01004298,Tower Hamlets 022A,1531.37851732969
E01004300,Tower Hamlets 022B,1382.84339940548
E01004301,Tower Hamlets 025B,1755.36375159025
E01004302,Tower Hamlets 025C,1507.81780946255
E01004303,Tower Hamlets 025D,3178.56807432545
E01004304,Tower Hamlets 022C,1996.13072538376
E01004305,Tower Hamlets 022D,1948.19194543362
E01004306,Tower Hamlets 015A,1836.74753588438
E01004307,Tower Hamlets 015B,1644.73663239181
E01004308,Tower Hamlets 015C,1718.54679369926
E01004309,Tower Hamlets 015D,2781.17556220293
E01004310,Tower Hamlets 015E,1882.55773198605
E01004311,Tower Hamlets 006A,1664.5051047802
E01004312,Tower Hamlets 009A,1322.72042560577
E01004313,Tower Hamlets 009B,1712.6475288868
E01004314,Tower Hamlets 006B,1332.80203396082
E01004315,Tower Hamlets 006C,1978.39402246475
E01004316,Tower Hamlets 009C,686.732418417931
E01004317,Tower Hamlets 009D,3885.34623175859
E01004318,Tower Hamlets 006D,1207.54474163055
E01004319,Tower Hamlets 021A,2685.70126271248
E01004321,Tower Hamlets 021C,2355.64043992758
E01004322,Tower Hamlets 017A,1677.94884046912
E01004323,Tower Hamlets 017B,1644.47029262781
E01004324,Tower Hamlets 017C,1852.67044132948
E01004325,Tower Hamlets 021D,2757.90355837345
E01004326,Tower Hamlets 017D,1068.88850158453
E01004327,Waltham Forest 028A,1112.09735244513
E01004328,Waltham Forest 028B,2053.72990804911
E01004329,Waltham Forest 028C,1630.15854567289
E01004330,Waltham Forest 028D,1864.32574731112
E01004331,Waltham Forest 028E,1610.58775106072
E01004332,Waltham Forest 028F,1660.36886072159
E01004333,Waltham Forest 024A,1674.41845691204
E01004334,Waltham Forest 024B,1690.66473168135
E01004335,Waltham Forest 027A,1676.83178400993
E01004336,Waltham Forest 026A,1611.25456482172
E01004337,Waltham Forest 027B,1662.31599885225
E01004338,Waltham Forest 027C,1791.76595270634
E01004339,Waltham Forest 027D,1796.92580470443
E01004340,Waltham Forest 027E,2223.73314061575
E01004341,Waltham Forest 027F,2061.37039339542
E01004342,Waltham Forest 011A,2290.93360550702
E01004343,Waltham Forest 008A,2108.24458429404
E01004344,Waltham Forest 008B,1930.3551389724
E01004345,Waltham Forest 010A,1225.18067848682
E01004346,Waltham Forest 011B,1741.33267253637
E01004347,Waltham Forest 011C,2313.74343001097
E01004348,Waltham Forest 010B,2745.18621382117
E01004349,Waltham Forest 001A,1526.93462291018
E01004350,Waltham Forest 001B,1745.53891829774
E01004351,Waltham Forest 001C,1736.94150601241
E01004352,Waltham Forest 002A,1910.53030254894
E01004353,Waltham Forest 002B,1899.55538167923
E01004354,Waltham Forest 002C,2015.00627323985
E01004355,Waltham Forest 004A,1489.37049517035
E01004356,Waltham Forest 001D,1645.34347746102
E01004357,Waltham Forest 001E,1754.54686557688
E01004358,Waltham Forest 002D,1754.11270672083
E01004359,Waltham Forest 002E,1690.926900208
E01004360,Waltham Forest 004B,1577.69441577792
E01004361,Waltham Forest 005A,1281.14978117053
E01004362,Waltham Forest 021A,1514.64422326511
E01004363,Waltham Forest 019A,1671.77251214022
E01004364,Waltham Forest 019B,2388.24212031066
E01004365,Waltham Forest 020A,2311.28947597742
E01004366,Waltham Forest 019C,2104.44775357551
E01004367,Waltham Forest 019D,1693.66742438078
E01004368,Waltham Forest 019E,2367.28254821897
E01004369,Waltham Forest 023A,1765.36327844858
E01004370,Waltham Forest 023B,1919.90533262491
E01004371,Waltham Forest 025A,1626.51684331894
E01004372,Waltham Forest 023C,1486.73514783382
E01004373,Waltham Forest 025B,1707.75217485428
E01004374,Waltham Forest 025C,2105.25787052512
E01004375,Waltham Forest 025D,1884.54395782948
E01004376,Waltham Forest 025E,1907.89970684052
E01004377,Waltham Forest 010C,1830.75004264982
E01004378,Waltham Forest 010D,2180.92302438617
E01004379,Waltham Forest 007A,2020.58908602595
E01004380,Waltham Forest 007B,1618.83790878917
E01004381,Waltham Forest 007C,2041.48613253236
E01004382,Waltham Forest 008C,1596.48319664598
E01004383,Waltham Forest 007D,1828.99534072261
E01004384,Waltham Forest 003A,2023.82766128518
E01004385,Waltham Forest 003B,1430.69192015037
E01004386,Waltham Forest 003C,1770.48256452839
E01004387,Waltham Forest 007E,1459.03698047728
E01004388,Waltham Forest 007F,1879.70209119073
E01004389,Waltham Forest 003D,1760.92408900792
E01004390,Waltham Forest 003E,1659.09812771209
E01004391,Waltham Forest 014A,2649.13772708926
E01004392,Waltham Forest 017A,2531.01922765374
E01004393,Waltham Forest 014B,2131.85981723666
E01004394,Waltham Forest 017B,2182.70545065403
E01004395,Waltham Forest 018A,1430.52517774783
E01004396,Waltham Forest 012A,2119.53195023537
E01004397,Waltham Forest 017C,2540.96533542126
E01004398,Waltham Forest 009A,1955.73969184587
E01004399,Waltham Forest 009B,1752.37943714431
E01004400,Waltham Forest 009C,2044.17230755091
E01004401,Waltham Forest 014C,2849.48466185264
E01004402,Waltham Forest 009D,1872.81105554104
E01004403,Waltham Forest 009E,2652.14749034122
E01004404,Waltham Forest 014D,2624.60784983635
